user_id,month,monthly_total_amount,transaction_count,monthly_budget_usage_rate_percent,previous_month_change_rate_percent,fixed_cost_amount,variable_cost_amount,subscription_total,top_category,top_category_amount,top_category_ratio_percent,frictionless_spending_ratio_percent,installment_amount,installment_ratio_percent,source_module
6,2026-02,3594100,97,142.623,23.8448,0,3594100,10100,납부,1562000,43.4601,46.9436,271100,7.5429,catcher_llm.analysis.user_monthly_analysis
6,2026-03,4125700,66,163.7183,14.7909,0,4125700,10600,납부,719400,17.437,49.5649,37200,0.9017,catcher_llm.analysis.user_monthly_analysis
6,2026-04,3423300,58,135.8452,-17.025,0,3423300,14100,납부,770000,22.4929,57.1787,0,0.0,catcher_llm.analysis.user_monthly_analysis
7,2026-01,1265400,52,253.08,0.0,0,1265400,6500,납부,525700,41.5442,51.8571,412900,32.63,catcher_llm.analysis.user_monthly_analysis
7,2026-02,1376400,84,275.28,8.7719,0,1376400,3300,납부,904100,65.6858,73.0093,136900,9.9462,catcher_llm.analysis.user_monthly_analysis
7,2026-03,1010700,53,202.14,-26.5693,0,1010700,5000,납부,593800,58.7514,47.9272,0,0.0,catcher_llm.analysis.user_monthly_analysis
7,2026-04,925900,53,185.18,-8.3902,0,925900,11600,여가,363100,39.2159,72.7184,187500,20.2506,catcher_llm.analysis.user_monthly_analysis
8,2026-01,2508200,83,248.3366,0.0,0,2508200,0,납부,1194100,47.6078,78.0719,393800,15.7005,catcher_llm.analysis.user_monthly_analysis
8,2026-02,3083800,82,305.3267,22.9487,0,3083800,0,납부,1192400,38.6666,59.3035,1074200,34.8336,catcher_llm.analysis.user_monthly_analysis
8,2026-03,2746800,63,271.9604,-10.9281,0,2746800,0,쇼핑,1007600,36.6827,16.1861,1563300,56.9135,catcher_llm.analysis.user_monthly_analysis
8,2026-04,2445600,67,242.1386,-10.9655,0,2445600,0,의료,641000,26.2103,43.3227,618900,25.3067,catcher_llm.analysis.user_monthly_analysis
9,2026-01,2953500,79,150.6888,0.0,0,2953500,0,납부,941200,31.8673,59.8984,561600,19.0147,catcher_llm.analysis.user_monthly_analysis
9,2026-02,3613200,63,184.3469,22.3362,0,3613200,0,쇼핑,1148600,31.789,18.6704,1294700,35.8325,catcher_llm.analysis.user_monthly_analysis
9,2026-03,2142500,89,109.3112,-40.7035,0,2142500,0,납부,547600,25.5589,32.9055,41800,1.951,catcher_llm.analysis.user_monthly_analysis
9,2026-04,2506900,94,127.9031,17.0082,0,2506900,0,납부,603200,24.0616,23.2797,355100,14.1649,catcher_llm.analysis.user_monthly_analysis
10,2026-01,4556800,67,173.9237,0.0,0,4556800,0,쇼핑,1927600,42.3016,40.4626,1814300,39.8152,catcher_llm.analysis.user_monthly_analysis
10,2026-02,4185200,87,159.7405,-8.1548,0,4185200,0,쇼핑,1204600,28.7824,53.682,341600,8.1621,catcher_llm.analysis.user_monthly_analysis
10,2026-03,4745400,79,181.1221,13.3853,0,4745400,0,납부,1280100,26.9756,28.7816,1296500,27.3212,catcher_llm.analysis.user_monthly_analysis
10,2026-04,3721800,98,142.0534,-21.5704,0,3721800,0,쇼핑,989600,26.5893,39.446,352300,9.4658,catcher_llm.analysis.user_monthly_analysis
11,2026-01,989100,55,197.82,0.0,0,989100,0,납부,825400,83.4496,78.9,0,0.0,catcher_llm.analysis.user_monthly_analysis
11,2026-02,1275400,62,255.08,28.9455,0,1275400,0,납부,814900,63.8937,74.2434,330600,25.9213,catcher_llm.analysis.user_monthly_analysis
11,2026-03,1004900,53,200.98,-21.209,0,1004900,0,납부,691400,68.8029,80.0776,10100,1.0051,catcher_llm.analysis.user_monthly_analysis
11,2026-04,1424800,62,284.96,41.7853,0,1424800,0,납부,1084900,76.144,49.0455,4700,0.3299,catcher_llm.analysis.user_monthly_analysis
12,2026-01,3876600,70,147.9618,0.0,0,3876600,0,쇼핑,1356200,34.9843,24.377,1031500,26.6084,catcher_llm.analysis.user_monthly_analysis
12,2026-02,2673800,85,102.0534,-31.0272,0,2673800,0,납부,933200,34.9016,38.118,36300,1.3576,catcher_llm.analysis.user_monthly_analysis
12,2026-03,4111600,88,156.9313,53.7737,0,4111600,0,의료,1057500,25.7199,40.5195,756600,18.4016,catcher_llm.analysis.user_monthly_analysis
12,2026-04,3892800,91,148.5802,-5.3215,0,3892800,0,납부,1154700,29.6625,45.4454,669500,17.1984,catcher_llm.analysis.user_monthly_analysis
13,2026-01,3742800,57,171.6881,0.0,0,3742800,0,여가,1219500,32.5826,58.6539,355200,9.4902,catcher_llm.analysis.user_monthly_analysis
13,2026-02,3330000,96,152.7523,-11.0292,0,3330000,0,납부,1216000,36.5165,41.2733,536600,16.1141,catcher_llm.analysis.user_monthly_analysis
13,2026-03,2993100,78,137.2982,-10.1171,0,2993100,0,납부,963900,32.2041,54.0476,37200,1.2429,catcher_llm.analysis.user_monthly_analysis
13,2026-04,3655200,94,167.6697,22.1209,0,3655200,0,납부,1374500,37.604,61.2771,382600,10.4673,catcher_llm.analysis.user_monthly_analysis
14,2026-01,1874300,76,131.993,0.0,0,1874300,0,납부,747900,39.9029,49.2931,4600,0.2454,catcher_llm.analysis.user_monthly_analysis
14,2026-02,1763500,79,124.1901,-5.9115,0,1763500,0,납부,914300,51.8458,30.9271,12000,0.6805,catcher_llm.analysis.user_monthly_analysis
14,2026-03,1897800,59,133.6479,7.6155,0,1897800,0,납부,686100,36.1524,22.4102,42700,2.25,catcher_llm.analysis.user_monthly_analysis
14,2026-04,2429700,91,171.1056,28.0272,0,2429700,0,쇼핑,688600,28.3409,48.7756,0,0.0,catcher_llm.analysis.user_monthly_analysis
15,2026-01,3802200,73,138.7664,0.0,0,3802200,0,쇼핑,1888000,49.6555,25.6878,1240000,32.6127,catcher_llm.analysis.user_monthly_analysis
15,2026-02,3691100,63,134.7117,-2.922,0,3691100,0,교육,850600,23.0446,49.7494,584400,15.8327,catcher_llm.analysis.user_monthly_analysis
15,2026-03,4024800,79,146.8905,9.0407,0,4024800,0,여가,1088200,27.0374,56.8699,538600,13.382,catcher_llm.analysis.user_monthly_analysis
15,2026-04,3152500,101,115.0547,-21.6731,0,3152500,0,쇼핑,752800,23.8795,44.0761,360800,11.4449,catcher_llm.analysis.user_monthly_analysis
16,2026-01,3231200,80,105.2508,0.0,0,3231200,14900,쇼핑,776400,24.0282,54.1254,241000,7.4585,catcher_llm.analysis.user_monthly_analysis
16,2026-02,4531100,97,147.5928,40.2296,0,4531100,7100,쇼핑,2057800,45.415,43.0469,973700,21.4893,catcher_llm.analysis.user_monthly_analysis
16,2026-03,3412100,96,111.1433,-24.696,0,3412100,13500,납부,1140500,33.4252,47.6276,24900,0.7298,catcher_llm.analysis.user_monthly_analysis
16,2026-04,4129300,96,134.5049,21.0193,0,4129300,13300,납부,1630900,39.4958,44.7194,803000,19.4464,catcher_llm.analysis.user_monthly_analysis
17,2026-01,2798500,59,119.0851,0.0,0,2798500,0,쇼핑,763800,27.2932,43.5984,457800,16.3588,catcher_llm.analysis.user_monthly_analysis
17,2026-02,3382400,83,143.9319,20.8647,0,3382400,0,납부,895600,26.4782,57.7342,10900,0.3223,catcher_llm.analysis.user_monthly_analysis
17,2026-03,4362700,58,185.6468,28.9824,0,4362700,0,쇼핑,1910700,43.7963,38.6573,1410200,32.324,catcher_llm.analysis.user_monthly_analysis
17,2026-04,2501100,55,106.4298,-42.6708,0,2501100,0,납부,1025800,41.014,48.5786,8500,0.3399,catcher_llm.analysis.user_monthly_analysis
18,2026-01,3051500,71,130.9657,0.0,0,3051500,0,납부,981500,32.1645,54.134,306200,10.0344,catcher_llm.analysis.user_monthly_analysis
18,2026-02,3953800,96,169.691,29.5691,0,3953800,0,납부,1911400,48.3434,61.5964,43200,1.0926,catcher_llm.analysis.user_monthly_analysis
18,2026-03,2951200,75,126.6609,-25.3579,0,2951200,0,쇼핑,1341700,45.4629,60.5618,310900,10.5347,catcher_llm.analysis.user_monthly_analysis
18,2026-04,3739300,85,160.485,26.7044,0,3739300,0,납부,1642000,43.912,48.1106,695200,18.5917,catcher_llm.analysis.user_monthly_analysis
19,2026-01,4637100,54,173.6742,0.0,0,4637100,0,쇼핑,1780100,38.3882,28.2806,1706900,36.8096,catcher_llm.analysis.user_monthly_analysis
19,2026-02,3954000,66,148.0899,-14.7312,0,3954000,0,쇼핑,895600,22.6505,43.0627,18800,0.4755,catcher_llm.analysis.user_monthly_analysis
19,2026-03,4512600,88,169.0112,14.1275,0,4512600,0,쇼핑,1379800,30.5766,40.5886,1383300,30.6542,catcher_llm.analysis.user_monthly_analysis
19,2026-04,5200500,96,194.7753,15.244,0,5200500,0,쇼핑,2285900,43.9554,37.4291,2423200,46.5955,catcher_llm.analysis.user_monthly_analysis
20,2026-01,1493800,65,298.76,0.0,0,1493800,0,납부,874600,58.5487,84.3353,195700,13.1008,catcher_llm.analysis.user_monthly_analysis
20,2026-02,1123900,72,224.78,-24.7624,0,1123900,0,납부,947800,84.3313,77.9874,265100,23.5875,catcher_llm.analysis.user_monthly_analysis
20,2026-03,1402800,86,280.56,24.8154,0,1402800,0,납부,1106800,78.8993,74.1588,53000,3.7782,catcher_llm.analysis.user_monthly_analysis
20,2026-04,1037700,61,207.54,-26.0265,0,1037700,0,납부,500800,48.2606,77.161,4200,0.4047,catcher_llm.analysis.user_monthly_analysis
21,2026-01,3577800,66,146.6311,0.0,0,3577800,0,쇼핑,990300,27.679,42.0454,351800,9.8329,catcher_llm.analysis.user_monthly_analysis
21,2026-02,3641000,78,149.2213,1.7664,0,3641000,0,쇼핑,1458100,40.0467,33.1173,1195100,32.8234,catcher_llm.analysis.user_monthly_analysis
21,2026-03,2989800,57,122.5328,-17.8852,0,2989800,0,쇼핑,1398800,46.7857,25.4532,829000,27.7276,catcher_llm.analysis.user_monthly_analysis
21,2026-04,2369300,89,97.1025,-20.7539,0,2369300,0,여가,496800,20.9682,28.4599,316700,13.3668,catcher_llm.analysis.user_monthly_analysis
22,2026-01,1316200,75,263.24,0.0,0,1316200,0,납부,819000,62.2246,72.451,0,0.0,catcher_llm.analysis.user_monthly_analysis
22,2026-02,813500,78,162.7,-38.1933,0,813500,0,납부,314200,38.6232,77.2956,14400,1.7701,catcher_llm.analysis.user_monthly_analysis
22,2026-03,1176200,70,235.24,44.5851,0,1176200,0,납부,748700,63.6541,72.7257,212300,18.0497,catcher_llm.analysis.user_monthly_analysis
22,2026-04,1081400,56,216.28,-8.0599,0,1081400,0,납부,526600,48.6961,83.9745,188000,17.3849,catcher_llm.analysis.user_monthly_analysis
23,2026-01,1452300,54,290.46,0.0,0,1452300,0,여가,512200,35.2682,60.7175,319900,22.0271,catcher_llm.analysis.user_monthly_analysis
23,2026-02,1007500,65,201.5,-30.6273,0,1007500,0,납부,471400,46.7891,60.4963,247200,24.536,catcher_llm.analysis.user_monthly_analysis
23,2026-03,843000,59,168.6,-16.3275,0,843000,0,납부,386400,45.8363,84.8992,1000,0.1186,catcher_llm.analysis.user_monthly_analysis
23,2026-04,735100,49,147.02,-12.7995,0,735100,0,납부,488800,66.4944,41.559,0,0.0,catcher_llm.analysis.user_monthly_analysis
24,2026-01,4498200,65,156.1875,0.0,0,4498200,0,의료,1092700,24.2919,46.632,1312700,29.1828,catcher_llm.analysis.user_monthly_analysis
24,2026-02,3519700,97,122.2118,-21.7531,0,3519700,0,납부,1491900,42.3871,37.3128,192500,5.4692,catcher_llm.analysis.user_monthly_analysis
24,2026-03,3264200,67,113.3403,-7.2591,0,3264200,0,쇼핑,876400,26.8488,52.0127,785700,24.0702,catcher_llm.analysis.user_monthly_analysis
24,2026-04,3029000,62,105.1736,-7.2054,0,3029000,0,납부,764600,25.2427,35.1238,383300,12.6543,catcher_llm.analysis.user_monthly_analysis
25,2026-01,3844900,73,146.1939,0.0,0,3844900,12800,납부,1148800,29.8785,52.4929,989300,25.7302,catcher_llm.analysis.user_monthly_analysis
25,2026-02,3850500,91,146.4068,0.1456,0,3850500,11000,납부,1441100,37.4263,67.934,602100,15.6369,catcher_llm.analysis.user_monthly_analysis
25,2026-03,3128700,76,118.962,-18.7456,0,3128700,7200,쇼핑,994200,31.7768,53.9777,52300,1.6716,catcher_llm.analysis.user_monthly_analysis
25,2026-04,4320200,90,164.2662,38.0829,0,4320200,12300,납부,1109800,25.6886,43.3174,1085500,25.1262,catcher_llm.analysis.user_monthly_analysis
26,2026-01,2706800,95,127.6792,0.0,0,2706800,0,납부,997800,36.8627,56.9455,12500,0.4618,catcher_llm.analysis.user_monthly_analysis
26,2026-02,2965200,60,139.8679,9.5463,0,2965200,0,여가,835000,28.16,57.6993,274200,9.2473,catcher_llm.analysis.user_monthly_analysis
26,2026-03,2956500,67,139.4575,-0.2934,0,2956500,0,납부,1264100,42.7566,37.0337,675100,22.8344,catcher_llm.analysis.user_monthly_analysis
26,2026-04,4538700,81,214.0896,53.516,0,4538700,0,납부,1294700,28.5258,40.3397,1081700,23.8328,catcher_llm.analysis.user_monthly_analysis
27,2026-01,2739200,95,138.3434,0.0,0,2739200,0,쇼핑,863300,31.5165,60.9594,580500,21.1923,catcher_llm.analysis.user_monthly_analysis
27,2026-02,4484300,73,226.4798,63.7084,0,4484300,0,쇼핑,2203600,49.1403,28.6399,2010400,44.832,catcher_llm.analysis.user_monthly_analysis
27,2026-03,3573000,81,180.4545,-20.322,0,3573000,0,납부,1049700,29.3787,64.3997,862500,24.1394,catcher_llm.analysis.user_monthly_analysis
27,2026-04,2811600,73,142.0,-21.3098,0,2811600,0,의료,925200,32.9065,32.903,860300,30.5982,catcher_llm.analysis.user_monthly_analysis
28,2026-01,2814100,89,158.0955,0.0,0,2814100,0,납부,1233300,43.8257,62.8442,0,0.0,catcher_llm.analysis.user_monthly_analysis
28,2026-02,3047300,58,171.1966,8.2868,0,3047300,0,납부,1171300,38.4373,53.5983,1005900,33.0095,catcher_llm.analysis.user_monthly_analysis
28,2026-03,2794300,81,156.9831,-8.3024,0,2794300,0,납부,1271800,45.5141,58.7195,635600,22.7463,catcher_llm.analysis.user_monthly_analysis
28,2026-04,2906100,71,163.264,4.001,0,2906100,0,납부,1013900,34.8887,64.6365,0,0.0,catcher_llm.analysis.user_monthly_analysis
29,2026-01,1287400,85,257.48,0.0,0,1287400,0,납부,955200,74.1961,41.2149,0,0.0,catcher_llm.analysis.user_monthly_analysis
29,2026-02,1096800,62,219.36,-14.805,0,1096800,0,납부,658300,60.0201,70.9245,228500,20.8333,catcher_llm.analysis.user_monthly_analysis
29,2026-03,1063500,50,212.7,-3.0361,0,1063500,0,납부,559500,52.6093,31.3587,333500,31.3587,catcher_llm.analysis.user_monthly_analysis
29,2026-04,1381600,80,276.32,29.9107,0,1381600,0,납부,761900,55.1462,73.6827,338900,24.5295,catcher_llm.analysis.user_monthly_analysis
30,2026-01,3961800,101,145.6544,0.0,0,3961800,0,납부,1988900,50.2019,58.9934,295600,7.4613,catcher_llm.analysis.user_monthly_analysis
30,2026-02,3409400,57,125.3456,-13.9432,0,3409400,0,쇼핑,1213300,35.5869,58.1187,750600,22.0156,catcher_llm.analysis.user_monthly_analysis
30,2026-03,4745200,89,174.4559,39.1799,0,4745200,0,쇼핑,1805700,38.0532,46.0571,1763600,37.166,catcher_llm.analysis.user_monthly_analysis
30,2026-04,3578800,83,131.5735,-24.5806,0,3578800,0,납부,1331900,37.2164,47.3259,740500,20.6913,catcher_llm.analysis.user_monthly_analysis
31,2026-01,1133200,51,226.64,0.0,0,1133200,4800,납부,740900,65.3812,64.0487,6300,0.5559,catcher_llm.analysis.user_monthly_analysis
31,2026-02,1223100,69,244.62,7.9333,0,1223100,6600,납부,965000,78.8979,83.8198,0,0.0,catcher_llm.analysis.user_monthly_analysis
31,2026-03,1383300,65,276.66,13.0979,0,1383300,5200,납부,892200,64.4979,85.1514,212800,15.3835,catcher_llm.analysis.user_monthly_analysis
31,2026-04,1682400,65,336.48,21.6222,0,1682400,5200,납부,863000,51.2958,55.8607,860800,51.165,catcher_llm.analysis.user_monthly_analysis
32,2026-01,2747500,57,132.0913,0.0,0,2747500,8300,교육,641300,23.3412,43.3813,686800,24.9973,catcher_llm.analysis.user_monthly_analysis
32,2026-02,3232300,84,155.399,17.6451,0,3232300,11500,납부,954300,29.5239,51.3257,840100,25.9908,catcher_llm.analysis.user_monthly_analysis
32,2026-03,3668600,102,176.375,13.4981,0,3668600,11600,쇼핑,1105200,30.1259,45.4288,619500,16.8866,catcher_llm.analysis.user_monthly_analysis
32,2026-04,3121500,60,150.0721,-14.913,0,3121500,15200,납부,795200,25.4749,57.8856,311100,9.9664,catcher_llm.analysis.user_monthly_analysis
33,2026-01,6095300,67,239.9724,0.0,0,6095300,0,쇼핑,3167200,51.9613,27.4441,3139100,51.5003,catcher_llm.analysis.user_monthly_analysis
33,2026-02,3621000,67,142.5591,-40.5936,0,3621000,0,쇼핑,1131400,31.2455,24.4352,1002900,27.6968,catcher_llm.analysis.user_monthly_analysis
33,2026-03,3003900,95,118.2638,-17.0423,0,3003900,0,납부,1055100,35.1243,52.565,29500,0.9821,catcher_llm.analysis.user_monthly_analysis
33,2026-04,4401200,94,173.2756,46.5162,0,4401200,0,쇼핑,1932100,43.8994,24.0321,1469100,33.3795,catcher_llm.analysis.user_monthly_analysis
34,2026-01,955500,90,191.1,0.0,0,955500,0,납부,744700,77.9383,59.3721,0,0.0,catcher_llm.analysis.user_monthly_analysis
34,2026-02,712200,50,142.44,-25.4631,0,712200,0,여가,285100,40.0309,68.5341,278800,39.1463,catcher_llm.analysis.user_monthly_analysis
34,2026-03,1018100,82,203.62,42.9514,0,1018100,0,납부,473800,46.5377,44.7697,2200,0.2161,catcher_llm.analysis.user_monthly_analysis
34,2026-04,1688600,69,337.72,65.858,0,1688600,0,납부,1077600,63.8162,60.2333,165000,9.7714,catcher_llm.analysis.user_monthly_analysis
35,2026-01,1080800,64,216.16,0.0,0,1080800,4800,납부,601700,55.6717,54.0711,8100,0.7494,catcher_llm.analysis.user_monthly_analysis
35,2026-02,984700,65,196.94,-8.8916,0,984700,4800,납부,786300,79.8517,77.9222,1800,0.1828,catcher_llm.analysis.user_monthly_analysis
35,2026-03,1457000,52,291.4,47.9638,0,1457000,8800,여가,701500,48.1469,75.5045,223100,15.3123,catcher_llm.analysis.user_monthly_analysis
35,2026-04,1009400,53,201.88,-30.7207,0,1009400,9900,납부,438400,43.4317,66.1284,241800,23.9548,catcher_llm.analysis.user_monthly_analysis
36,2026-01,3562700,60,130.9816,0.0,0,3562700,0,납부,1224600,34.3728,36.1495,88100,2.4728,catcher_llm.analysis.user_monthly_analysis
36,2026-02,5290800,94,194.5147,48.5053,0,5290800,0,쇼핑,1939300,36.6542,35.9927,1863500,35.2215,catcher_llm.analysis.user_monthly_analysis
36,2026-03,4160400,101,152.9559,-21.3654,0,4160400,0,납부,1384700,33.2829,63.0492,935600,22.4882,catcher_llm.analysis.user_monthly_analysis
36,2026-04,5275200,79,193.9412,26.7955,0,5275200,0,쇼핑,1888900,35.8072,37.5417,2189100,41.498,catcher_llm.analysis.user_monthly_analysis
37,2026-01,2924300,61,124.4383,0.0,0,2924300,0,납부,1011800,34.5997,59.0774,574700,19.6526,catcher_llm.analysis.user_monthly_analysis
37,2026-02,3291900,65,140.0809,12.5705,0,3291900,0,쇼핑,1701300,51.6814,34.6821,962700,29.2445,catcher_llm.analysis.user_monthly_analysis
37,2026-03,3876700,74,164.966,17.7648,0,3876700,0,쇼핑,1902700,49.0804,42.5671,1217500,31.4056,catcher_llm.analysis.user_monthly_analysis
37,2026-04,4082100,99,173.7064,5.2983,0,4082100,0,쇼핑,1862100,45.6162,30.3349,1236000,30.2785,catcher_llm.analysis.user_monthly_analysis
38,2026-01,2725300,81,148.1141,0.0,0,2725300,0,납부,1081800,39.6947,54.3647,19100,0.7008,catcher_llm.analysis.user_monthly_analysis
38,2026-02,2521900,96,137.0598,-7.4634,0,2521900,0,납부,998300,39.5852,61.6797,101100,4.0089,catcher_llm.analysis.user_monthly_analysis
38,2026-03,2616200,65,142.1848,3.7392,0,2616200,0,납부,937900,35.8497,50.6957,295800,11.3065,catcher_llm.analysis.user_monthly_analysis
38,2026-04,4260600,84,231.5543,62.8545,0,4260600,0,쇼핑,1734200,40.7032,27.4281,1456300,34.1806,catcher_llm.analysis.user_monthly_analysis
39,2026-01,1551600,57,310.32,0.0,0,1551600,0,납부,656200,42.2918,45.7914,0,0.0,catcher_llm.analysis.user_monthly_analysis
39,2026-02,1815700,90,363.14,17.0211,0,1815700,0,납부,1279100,70.4467,76.0368,139400,7.6775,catcher_llm.analysis.user_monthly_analysis
39,2026-03,902600,62,180.52,-50.2891,0,902600,0,납부,698400,77.3765,63.1952,206800,22.9116,catcher_llm.analysis.user_monthly_analysis
39,2026-04,1491900,87,298.38,65.2892,0,1491900,0,납부,559200,37.4824,60.8821,324400,21.7441,catcher_llm.analysis.user_monthly_analysis
40,2026-01,3067200,87,105.4021,0.0,0,3067200,0,쇼핑,930500,30.3371,49.4816,230800,7.5248,catcher_llm.analysis.user_monthly_analysis
40,2026-02,4471300,93,153.6529,45.7779,0,4471300,0,납부,1406900,31.4651,54.7134,1399700,31.3041,catcher_llm.analysis.user_monthly_analysis
40,2026-03,4561100,63,156.7388,2.0084,0,4561100,0,쇼핑,2045500,44.8466,29.0149,1360300,29.8239,catcher_llm.analysis.user_monthly_analysis
40,2026-04,4242900,99,145.8041,-6.9764,0,4242900,0,납부,1768800,41.6885,49.716,374400,8.8242,catcher_llm.analysis.user_monthly_analysis
41,2026-01,2885000,60,104.1516,0.0,0,2885000,12700,식비,609300,21.1196,47.2444,0,0.0,catcher_llm.analysis.user_monthly_analysis
41,2026-02,3086400,55,111.4224,6.9809,0,3086400,15400,납부,837800,27.1449,41.9064,0,0.0,catcher_llm.analysis.user_monthly_analysis
41,2026-03,3774100,74,136.2491,22.2816,0,3774100,15900,교육,1011400,26.7984,37.3678,728600,19.3053,catcher_llm.analysis.user_monthly_analysis
41,2026-04,3713800,73,134.0722,-1.5977,0,3713800,9800,의료,738400,19.8826,32.7885,659700,17.7635,catcher_llm.analysis.user_monthly_analysis
42,2026-01,4638600,90,182.622,0.0,0,4638600,0,쇼핑,1739900,37.5092,45.5418,1254100,27.0362,catcher_llm.analysis.user_monthly_analysis
42,2026-02,3730300,94,146.8622,-19.5813,0,3730300,0,교육,1259500,33.764,62.2604,834400,22.3682,catcher_llm.analysis.user_monthly_analysis
42,2026-03,3957200,93,155.7953,6.0826,0,3957200,0,납부,1090800,27.5649,50.6494,53800,1.3595,catcher_llm.analysis.user_monthly_analysis
42,2026-04,4825100,61,189.9646,21.9322,0,4825100,0,쇼핑,1796300,37.2282,40.3308,2047000,42.424,catcher_llm.analysis.user_monthly_analysis
43,2026-01,817700,67,163.54,0.0,0,817700,0,납부,600600,73.4499,76.7519,13100,1.6021,catcher_llm.analysis.user_monthly_analysis
43,2026-02,1902200,63,380.44,132.6281,0,1902200,0,납부,1182600,62.1701,61.2606,613200,32.2364,catcher_llm.analysis.user_monthly_analysis
43,2026-03,1194900,52,238.98,-37.1833,0,1194900,0,납부,701900,58.7413,75.9729,290800,24.3368,catcher_llm.analysis.user_monthly_analysis
43,2026-04,1081000,51,216.2,-9.5322,0,1081000,0,납부,959900,88.7974,83.2747,1300,0.1203,catcher_llm.analysis.user_monthly_analysis
44,2026-01,1300000,52,260.0,0.0,0,1300000,0,납부,927200,71.3231,77.2231,0,0.0,catcher_llm.analysis.user_monthly_analysis
44,2026-02,950000,56,190.0,-26.9231,0,950000,0,납부,426900,44.9368,60.1474,4500,0.4737,catcher_llm.analysis.user_monthly_analysis
44,2026-03,1560800,76,312.16,64.2947,0,1560800,0,납부,979100,62.7307,47.5141,142500,9.1299,catcher_llm.analysis.user_monthly_analysis
44,2026-04,722400,52,144.48,-53.716,0,722400,0,납부,344300,47.6606,65.1301,86200,11.9324,catcher_llm.analysis.user_monthly_analysis
45,2026-01,2930100,71,173.3787,0.0,0,2930100,0,의료,1047500,35.7496,36.7359,633900,21.6341,catcher_llm.analysis.user_monthly_analysis
45,2026-02,3477500,86,205.7692,18.682,0,3477500,0,쇼핑,1686400,48.4946,28.9748,1378900,39.652,catcher_llm.analysis.user_monthly_analysis
