멤버 id,id,사용 금액,사용 시간,결제 내역,결제 장소 (가맹점 여부),할부 여부,할부 개월,할부 무/유이자 여부,거래 상태 (승인 / 취소),해외 결제,업종 카테고리,결제 방식 (온/오프라인)
1,30178,9878,2024-02-04 09:56,다이소,Y,N,0,-,승인,N,쇼핑,온라인 - 카카오페이
1,30179,4440,2024-02-04 12:28,이디야,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30180,7212,2024-02-04 13:02,CU,Y,N,0,-,승인,N,쇼핑,오프라인 - 삼성페이
1,30181,6917,2024-02-04 15:33,투썸플레이스,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30182,5947,2024-02-04 17:18,편의점도시락,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30183,20243,2024-02-04 20:51,배달의민족,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30184,25564,2024-02-05 09:28,쿠팡,Y,N,0,-,승인,N,쇼핑,온라인 - 카카오페이
1,30185,8734,2024-02-05 12:30,다이소,Y,N,0,-,승인,N,쇼핑,오프라인 - 삼성페이
1,30186,5447,2024-02-05 16:01,스타벅스,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30187,19076,2024-02-05 21:17,쿠팡이츠,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30188,3436,2024-02-06 12:54,약국,Y,N,0,-,승인,N,의료,온라인 - 카카오페이
1,30189,4776,2024-02-06 14:50,스타벅스,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30190,8678,2024-02-06 15:53,맥도날드,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30191,26738,2024-02-06 18:49,배달의민족,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30192,21729,2024-02-06 23:20,배달의민족,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30193,8607,2024-02-07 08:50,맥도날드,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30194,8075,2024-02-07 11:11,서브웨이,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30195,5400,2024-02-07 14:39,스타벅스,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30196,10183,2024-02-07 15:12,서브웨이,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30197,3559,2024-02-07 15:20,이디야,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30198,28663,2024-02-07 20:26,쿠팡이츠,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30199,5972,2024-02-08 10:48,스타벅스,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30200,1250,2024-02-08 13:00,시내버스,Y,N,0,-,승인,N,교통,온라인 - 카카오페이
1,30201,6359,2024-02-08 15:22,편의점도시락,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30202,26247,2024-02-08 18:34,쿠팡이츠,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30203,33382,2024-02-09 09:54,쿠팡,Y,N,0,-,승인,N,쇼핑,온라인 - 카카오페이
1,30204,4558,2024-02-09 11:14,이디야,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30205,3456,2024-02-09 14:09,약국,Y,N,0,-,승인,N,의료,온라인 - 카카오페이
1,30206,1250,2024-02-09 15:25,시내버스,Y,N,0,-,승인,N,교통,온라인 - 카카오페이
1,30207,5960,2024-02-09 15:49,스타벅스,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30208,3230,2024-02-09 18:38,다이소,Y,N,0,-,승인,N,쇼핑,온라인 - 카카오페이
1,30209,3834,2024-02-10 09:04,이디야,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30210,3298,2024-02-10 11:42,CU,Y,N,0,-,승인,N,쇼핑,오프라인 - 삼성페이
1,30211,8958,2024-02-10 13:03,서브웨이,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30212,7876,2024-02-10 17:51,맥도날드,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30213,10928,2024-02-10 21:56,카카오택시,Y,N,0,-,승인,N,교통,오프라인 - 삼성페이
1,30214,4190,2024-02-11 08:11,이디야,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30215,8088,2024-02-11 12:54,서브웨이,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30216,6403,2024-02-11 13:01,투썸플레이스,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30217,6132,2024-02-11 13:21,편의점도시락,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30218,9743,2024-02-11 14:36,카카오택시,Y,N,0,-,승인,N,교통,온라인 - 카카오페이
1,30219,17528,2024-02-11 22:17,쿠팡이츠,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30220,4656,2024-02-12 08:37,스타벅스,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30221,5985,2024-02-12 12:03,다이소,Y,N,0,-,승인,N,쇼핑,온라인 - 카카오페이
1,30222,4031,2024-02-12 17:27,이디야,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30223,28473,2024-02-12 21:12,쿠팡이츠,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30224,6771,2024-02-13 12:56,투썸플레이스,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30225,1496,2024-02-13 13:18,지하철,Y,N,0,-,승인,N,교통,온라인 - 카카오페이
1,30226,5279,2024-02-13 15:11,스타벅스,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30227,1331,2024-02-13 20:58,지하철,Y,N,0,-,승인,N,교통,오프라인 - 삼성페이
1,30228,24634,2024-02-13 23:36,배달의민족,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30229,5756,2024-02-14 09:15,스타벅스,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30230,6436,2024-02-14 16:06,투썸플레이스,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30231,4524,2024-02-14 16:54,스타벅스,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30232,26898,2024-02-14 19:54,쿠팡이츠,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30233,9902,2024-02-15 10:59,서브웨이,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30234,8615,2024-02-15 11:03,서브웨이,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30235,9820,2024-02-15 14:03,맥도날드,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30236,45625,2024-02-15 19:15,치과,Y,N,0,-,승인,N,의료,온라인 - 카카오페이
1,30465,2850000,2024-02-15 11:00,애플스토어,Y,Y,10,무이자,승인,N,쇼핑,오프라인 - 실물카드
1,30237,9600,2024-02-16 08:58,맥도날드,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30238,3952,2024-02-16 11:37,이디야,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30239,1329,2024-02-16 15:33,지하철,Y,N,0,-,승인,N,교통,오프라인 - 삼성페이
1,30240,9489,2024-02-16 16:32,맥도날드,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30241,4578,2024-02-16 16:58,스타벅스,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30242,30708,2024-02-16 19:36,배달의민족,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30243,2700,2024-02-17 10:57,다이소,Y,N,0,-,승인,N,쇼핑,오프라인 - 삼성페이
1,30244,3090,2024-02-17 12:02,CU,Y,N,0,-,승인,N,쇼핑,온라인 - 카카오페이
1,30245,12433,2024-02-17 16:28,서브웨이,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30246,1463,2024-02-17 16:59,지하철,Y,N,0,-,승인,N,교통,온라인 - 카카오페이
1,30247,25783,2024-02-17 20:26,배달의민족,Y,N,0,-,승인,N,식비,온라인 - 카카오페이
1,30248,6307,2024-02-18 09:16,편의점도시락,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30249,5333,2024-02-18 11:21,편의점도시락,Y,N,0,-,승인,N,식비,오프라인 - 삼성페이
1,30250,4571,2024-02-18 14:49,다이소,Y,N,0,-,승인,N,쇼핑,오프라인 - 삼성페이
