user_id,month,monthly_total_amount,transaction_count,monthly_budget_usage_rate_percent,previous_month_change_rate_percent,fixed_cost_amount,variable_cost_amount,subscription_total,top_category,top_category_amount,top_category_ratio_percent,frictionless_spending_ratio_percent,installment_amount,installment_ratio_percent,source_module
58,2026-01,3364800,65,169.0854,0.0,0,3364800,0,납부,1225200,36.4123,33.372,580900,17.264,catcher_llm.analysis.user_monthly_analysis
59,2026-01,3364000,88,180.8602,0.0,0,3364000,5800,쇼핑,1130900,33.6177,33.044,748300,22.2444,catcher_llm.analysis.user_monthly_analysis
60,2026-01,1397700,82,279.54,0.0,0,1397700,0,납부,1060100,75.846,77.1983,445500,31.8738,catcher_llm.analysis.user_monthly_analysis
61,2026-01,2856300,102,126.385,0.0,0,2856300,10900,쇼핑,785500,27.5006,40.9621,211400,7.4012,catcher_llm.analysis.user_monthly_analysis
62,2026-01,2839900,81,131.4769,0.0,0,2839900,0,납부,993900,34.9977,50.9983,294500,10.3701,catcher_llm.analysis.user_monthly_analysis
63,2026-01,3920100,91,147.9283,0.0,0,3920100,0,의료,1142200,29.137,32.2568,16100,0.4107,catcher_llm.analysis.user_monthly_analysis
64,2026-01,3791100,70,154.7388,0.0,0,3791100,0,쇼핑,1278400,33.7211,37.4008,1297500,34.2249,catcher_llm.analysis.user_monthly_analysis
65,2026-01,1267000,64,253.4,0.0,0,1267000,6800,납부,709200,55.9747,73.9621,3600,0.2841,catcher_llm.analysis.user_monthly_analysis
66,2026-01,1567100,87,313.42,0.0,0,1567100,0,납부,1105900,70.5698,75.1324,3100,0.1978,catcher_llm.analysis.user_monthly_analysis
67,2026-01,2637200,92,130.5545,0.0,0,2637200,11600,납부,764100,28.9739,65.3724,246100,9.3319,catcher_llm.analysis.user_monthly_analysis
68,2026-01,4646200,71,192.7884,0.0,0,4646200,0,쇼핑,1669900,35.9412,41.4339,1455000,31.3159,catcher_llm.analysis.user_monthly_analysis
69,2026-01,6030700,101,241.228,0.0,0,6030700,0,쇼핑,3503000,58.0861,21.5928,3503600,58.0961,catcher_llm.analysis.user_monthly_analysis
70,2026-01,2154900,67,124.5607,0.0,0,2154900,10800,쇼핑,460000,21.3467,51.2089,0,0.0,catcher_llm.analysis.user_monthly_analysis
71,2026-01,5007200,82,155.9875,0.0,0,5007200,12600,납부,1911900,38.183,37.8854,0,0.0,catcher_llm.analysis.user_monthly_analysis
72,2026-01,4329800,74,213.2906,0.0,0,4329800,0,쇼핑,1599700,36.9463,39.7917,1293000,29.8628,catcher_llm.analysis.user_monthly_analysis
73,2026-01,4163700,64,255.4417,0.0,0,4163700,0,쇼핑,1558100,37.421,37.1497,1956400,46.9871,catcher_llm.analysis.user_monthly_analysis
74,2026-01,1996400,81,109.0929,0.0,0,1996400,8000,납부,578300,28.9671,49.7245,116400,5.8305,catcher_llm.analysis.user_monthly_analysis
75,2026-01,4346300,66,175.9636,0.0,0,4346300,0,쇼핑,1982400,45.6112,33.7505,1921200,44.2031,catcher_llm.analysis.user_monthly_analysis
76,2026-01,2988900,65,122.4959,0.0,0,2988900,0,납부,804800,26.9263,38.7868,267600,8.9531,catcher_llm.analysis.user_monthly_analysis
77,2026-01,2323800,101,88.6947,0.0,0,2323800,0,쇼핑,677400,29.1505,41.0922,11200,0.482,catcher_llm.analysis.user_monthly_analysis
78,2026-01,3124400,86,126.4939,0.0,0,3124400,0,납부,1532500,49.0494,45.2599,36400,1.165,catcher_llm.analysis.user_monthly_analysis
79,2026-01,836100,64,167.22,0.0,0,836100,9500,여가,230400,27.5565,57.1104,4800,0.5741,catcher_llm.analysis.user_monthly_analysis
80,2026-01,2328700,53,150.2387,0.0,0,2328700,9500,교육,522900,22.4546,55.4258,717400,30.8069,catcher_llm.analysis.user_monthly_analysis
81,2026-01,3479400,70,125.6101,0.0,0,3479400,0,납부,807100,23.1965,46.8558,38200,1.0979,catcher_llm.analysis.user_monthly_analysis
82,2026-01,4616000,84,136.1652,0.0,0,4616000,0,쇼핑,1709400,37.0321,44.3306,717700,15.5481,catcher_llm.analysis.user_monthly_analysis
83,2026-01,1500400,87,300.08,0.0,0,1500400,0,납부,827900,55.1786,62.2967,199300,13.2831,catcher_llm.analysis.user_monthly_analysis
84,2026-01,3387700,69,134.4325,0.0,0,3387700,0,의료,979700,28.9193,41.3939,812600,23.9868,catcher_llm.analysis.user_monthly_analysis
85,2026-01,1379000,95,275.8,0.0,0,1379000,6300,납부,752000,54.5323,65.6345,219600,15.9246,catcher_llm.analysis.user_monthly_analysis
86,2026-01,1208200,76,241.64,0.0,0,1208200,0,납부,1096400,90.7466,51.7961,0,0.0,catcher_llm.analysis.user_monthly_analysis
87,2026-01,1360300,68,272.06,0.0,0,1360300,0,납부,1108300,81.4747,66.7647,2800,0.2058,catcher_llm.analysis.user_monthly_analysis
88,2026-01,2158600,70,120.5922,0.0,0,2158600,0,납부,602300,27.9023,57.3057,17700,0.82,catcher_llm.analysis.user_monthly_analysis
89,2026-01,5648100,77,228.668,0.0,0,5648100,0,쇼핑,2561200,45.3462,43.3208,2533300,44.8523,catcher_llm.analysis.user_monthly_analysis
90,2026-01,660400,62,132.08,0.0,0,660400,5300,납부,358000,54.2096,60.0545,0,0.0,catcher_llm.analysis.user_monthly_analysis
91,2026-01,2643600,77,128.9561,0.0,0,2643600,9900,납부,866500,32.7773,40.5205,25500,0.9646,catcher_llm.analysis.user_monthly_analysis
92,2026-01,1167500,55,233.5,0.0,0,1167500,0,납부,738800,63.2805,53.1478,172700,14.7923,catcher_llm.analysis.user_monthly_analysis
93,2026-01,4697600,58,184.2196,0.0,0,4697600,8600,쇼핑,1442200,30.7008,43.9203,1907000,40.5952,catcher_llm.analysis.user_monthly_analysis
94,2026-01,1612100,73,322.42,0.0,0,1612100,0,납부,1452400,90.0937,28.6583,1600,0.0992,catcher_llm.analysis.user_monthly_analysis
95,2026-01,3042500,82,169.9721,0.0,0,3042500,9400,납부,995400,32.7165,53.5974,7100,0.2334,catcher_llm.analysis.user_monthly_analysis
96,2026-01,3106100,66,131.0591,0.0,0,3106100,0,납부,800300,25.7654,55.6453,518500,16.693,catcher_llm.analysis.user_monthly_analysis
97,2026-01,3221100,70,109.5612,0.0,0,3221100,0,쇼핑,1176700,36.531,46.5742,296200,9.1956,catcher_llm.analysis.user_monthly_analysis
98,2026-01,3710500,61,132.5179,0.0,0,3710500,0,납부,1086900,29.2925,56.2593,831000,22.3959,catcher_llm.analysis.user_monthly_analysis
99,2026-01,1154600,88,230.92,0.0,0,1154600,5200,납부,411500,35.64,76.546,3800,0.3291,catcher_llm.analysis.user_monthly_analysis
100,2026-01,2106600,76,92.3947,0.0,0,2106600,0,납부,828800,39.343,45.0299,0,0.0,catcher_llm.analysis.user_monthly_analysis
